id,image_text
4306,"a man in a yellow shirt and black pants, "
4307,a man with a face mask on.
4308,two men talking to each other man.
4309,a man with blue paint on his face.
4310,a man with sunglasses on vs a woman and a man with a sword
4311,a man in a suit and tie.
4312,the avengers avengers mememememememememememememe.
4313,a man in a black jacket talking to another man in a red shirt.
4314,the walking dead and the walking dead in the walking dead.
4315,a man talking on the phone.
4316,a man in a suit and gloves.
4317,a man with a mustache 
4318,hugh the wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine.
4319,two men sitting at a table 
4320,a wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine.
4321,a man in a space suit.
4322,a man with no shirt in the water.
4323,a man in a yellow shirt 
4324,a man with glasses and a mustache.
4325,a woman eating a hamburger.
4326,a man in a room with a mirror and a picture of wolverine.
4327,two men sitting in an airplane vs a man sitting in the back of a bus
4328,a person holding a jacket.
4329,some of the characters in the game of thrones.
4330,a woman with white hair and a speech bubble above her.
4331,a man in armor 
4332,a group of superheros vs a woman with long hair
4333,a man in a suit and tie.
4334,a man in a wheelchair with a woman in a wheelchair.
4335,a woman with white hair.
4336,wolverine in the wolverine movie.
4337,a group of superheros 
4338,wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine wolverine.
4339,a man with a smile on his face.
4340,a man with a microphone  vs a man in a black shirt
4341,a person standing in front of a window.
4342,a man standing in front of a purple wall.
4343,a man with a white beard.
4344,a man in a suit smoking a cigarette.
4345,facebook's face 
4346,a book 
4347,a man holding a sign.
4348,a man in a suit and tie.
4349,a man in a wheelchair 
4350,a man sitting at a table with a laptop.
4351,two people in a car.
4352,the face of a guy 
4353,a man feeding a cow.
4354,a man drinking water from a glass.
4355,a man with his hands up in the air.
4356,a man with a cell phone.
4357,a man in front of a facebook logo.
4358,a man in a suit sitting at a table vs a man in a suit and tie
4359,a man with a smile on his face.
4360,a man standing in a kitchen.
4361,two people dressed as wizard and wizard.
4362,a man sitting at a table.
4363,a man in a suit and tie vs a group of people sitting at a table
4364,a man in a suit and tie.
4365,a man in a suit speaking at a podium.
4366,a man looking at his phone.
4367,a man with a smile on his face.
4368,a young man with a smile on his face.
4369,a tweet tweet tweet tweet tweet.
4370,a man talking on a cell.
4371,a man in front of a facebook logo.
4372,a man in a suit and tie holding a glass.
4373,two men sitting at a table.
4374,a man in a suit and tie.
4375,a man in a hoodie 
4376,a man in a suit and tie talking to another man in a suit.
4377,a man with a smile on his face.
4378,a man 
4379,a man sitting at a table with a laptop.
4380,a man in a grey shirt 
4381,two people sitting at a table.
4382,a man with a smile on his face.
4383,a man laughing 
4384,a man in a suit and tie.
4385,a woman sitting at a table.
4386,a man holding up a piece of paper.
4387,sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge.
4388,a man with his hand on his face.
4389,a man in a suit and tie talking to another man in a suit and tie.
4390,a man laughing 
4391,sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge.
4392,minions from the minions movie.
4393,a lizard drinking water from a bottle.
4394,a man in a suit talking to a woman.
4395,a man in a suit and tie.
4396,a man in front of an american flag.
4397,a man in a suit and tie vs a man sitting at a desk
4398,a star destroyer ship.
4399,a man looking out the window of an airplane vs a black and white photo of a man with a beard
4400,a man sitting in front of a crowd.
4401,some animals and people.
4402,mark zuberg on facebook.
4403,a man holding a microphone.
4404,a man in a suit sitting at a table.
4405,a bonfire 
4406,a coffee mug 
4407,a man laughing with the capt.
4408,a man holding a microphone.
4409,"a man with long hair, wearing a suit and looking at the camera."
4410,a group of people on the beach.
4411,a man in a suit and tie vs a monkey wearing a green jacket
4412,a man pointing his finger at the camera.
4413,a man sitting at a table.
4414,a man with a smiley face.
4415,a person holding a piece of paper.
4416,a man with a tweet on his face.
4417,a guy with a meme on his face.
4418,a man in a black hoodie and an image of a man in a black.
4419,a man in a suit and tie 
4420,a man standing in a kitchen.
4421,a man with a beard 
4422,a person on a computer.
4423,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
4424,a man in a suit.
4425,a group of children dancing in the dirt.
4426,a cat laying in a box.
4427,a man holding a computer.
4428,a man in a suit smoking a cigarette.
4429,a man in a suit and tie.
4430,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
4431,a man with his mouth open.
4432,a cartoon character looking at a mirror.
4433,a seal on a rock in the water.
4434,two cats looking out the window.
4435,a man and a woman sitting on a couch.
4436,a man looking at a giant dinosaur.
4437,a man and a woman laughing.
4438,a man in a black hoodie  vs a man with a sword 
4439,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
4440,a kitten 
4441,a person dressed as the joker.
4442,a man in a car.
4443,a black and white cat with green eyes.
4444,a man with long hair and a woman with long hair.
4445,a man in a suit pointing at the camera.
4446,a baby with a big smile on it's face.
4447,a man standing in front of a window 
4448,the joker in a suit.
4449,a pink rose in a vase.
4450,a joker 
4451,two men in suits and hats.
4452,two minions minions minions minions minions minions minions minions minions minions minions minions minions minions minions.
4453,a man in a suit and tie.
4454,a man in a suit and sunglasses 
4455,a man in a captain costume 
4456,a man in a suit and tie.
4457,a woman in a dress and hat.
4458,a man and a woman kissing.
4459,a woman in a red shirt  vs a black and white sign 
4460,a man in a suit and tie.
4461,a group of people 
4462,a woman in a red sweater and jeans.
4463,a man with his hands on his face.
4464,two men talking to each other man.
4465,a woman singing into a microphone vs a casket and a picture of a cemetery
4466,a man in a room with a mirror.
4467,a mammoth 
4468,a minion 
4469,a hand holding a cell.
4470,a car that is on the back of a truck.
4471,a man in a suit and bow tie 
4472,a man wearing a cowboy hat.
4473,a girl 
4474,the joker in the dark knight movie.
4475,a man kissing a woman.
4476,a man with a beard.
4477,a person holding a stuffed animal.
4478,a man sitting at a desk.
4479,a bird 
4480,a man smoking a cigarette.
4481,a man with a knife in his hand vs a man in a field 
4482,a man with a beard vs a man in a black jacket 
4483,a man with long hair and beards.
4484,a man sitting on a bench.
4485,a man and a woman sitting on a horse.
4486,a man with long hair.
4487,a cat sitting on top of a box.
4488,tom and jerry.
4489,a man with a smile on his face.
4490,a boy sitting on the ground.
4491,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
4492,a minion wearing a sombre hat.
4493,a man standing on a boat.
4494,a man with his eyes closed vs a man in a suit and tie
4495,a man wearing a red hat.
4496,a man with red hair.
4497,superman smoking a cigarette vs  dead
4498,a man with a smile on his face.
4499,two people 
4500,a man standing in front of a bunch of papers vs a man standing in front of a computer
4501,a cat with its mouth open.
4502,a frog with its tongue sticking out.
4503,a person using a laptop.
4504,a man in a suit and tie.
4505,two people walking down the street.
4506,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
4507,a cartoon character crying 
4508, vs a minion holding a card
4509,the face of a man 
4510,a man standing on top of a mountain.
4511,yo yo yo yo yo yo yo yo yo yo yo yo yo yo yo yo.
4512,different types of head.
4513,red roses 
4514,a man holding a sword.
4515,two men standing next to each other men.
4516,a man and a woman in a living room.
4517,a woman wearing a red hoodie.
4518,a man with glasses 
4519,a man kissing a woman vs a black dog with a yellow tag on it's chest
4520,a man in a blue jacket.
4521,a cat sitting on top of a table vs a cat sitting on top of a counter
4522,a man with his hand up in the air.
4523,
4524,an older couple sitting on a couch.
4525,a man speaking into a microphone.
4526,a cat with a hat on it's head.
4527,a person holding a gun.
4528,a woman in a blue shirt and a man in a blue shirt.
4529,two dinosaurs talking to each other dinosaurs.
4530,two people sitting in front of a computer.
4531,a seal 
4532,two young men with one pointing at the camera and the other pointing at the camera.
4533,a man holding a bottle.
4534,a child sitting in a chair.
4535,hillary sanders 
4536,a man and a woman talking.
4537,a man holding a microphone.
4538,an older woman 
4539,a man in a purple suit and hat 
4540,a boy in a grey shirt.
4541,a cartoon character in a video game.
4542,a man and a woman kissing in front of a fence.
